订单号,聚类种类,食品区,饮料区,日用品区,电器区,礼品区,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,产生时刻
707,类别4,808,584,376,121,174,91,91,69,81,78,64,80,70,95,89,57,54,63,56,67,59,52,52,55,69,42,36,36,38,34,35,42,32,37,44,8,9,10,5,14,21,14,9,10,21,18,19,22,13,17,14,14,15,22,20,22207
714,类别4,786,587,409,95,189,80,78,77,77,91,66,70,86,83,78,65,53,50,57,59,60,61,56,62,64,42,37,40,42,47,56,34,34,41,36,12,6,5,12,10,16,8,11,8,7,28,13,16,16,13,21,20,13,26,23,22443
715,类别4,807,574,404,110,188,87,75,83,99,72,83,77,75,79,77,56,52,54,60,53,64,57,56,53,69,33,42,48,36,50,33,43,41,42,36,7,6,13,6,17,12,15,12,13,9,26,20,22,10,23,17,20,14,16,20,22495
717,类别4,780,585,401,113,209,75,84,68,91,81,81,62,75,87,76,54,62,53,57,69,56,68,48,59,59,38,35,50,45,36,31,47,37,42,40,15,7,10,9,12,11,10,12,13,14,27,25,28,18,17,13,24,22,19,16,22660
721,类别4,819,582,429,92,194,87,66,91,75,77,80,80,90,88,85,47,56,53,63,61,53,60,59,56,74,45,34,40,43,38,45,51,48,40,45,10,5,13,13,5,7,11,9,10,9,23,18,21,24,24,16,23,11,14,20,22885
723,类别4,792,585,392,86,177,60,89,70,79,89,80,81,66,90,88,59,53,58,61,59,62,61,59,53,60,33,35,32,36,52,46,34,45,39,40,5,8,10,8,5,8,13,10,11,8,24,13,16,18,18,26,24,14,12,12,23043
727,类别4,831,532,403,88,211,71,85,93,71,84,87,78,93,81,88,57,52,57,51,44,58,65,50,55,43,45,37,26,40,40,44,48,38,50,35,12,6,10,5,8,9,8,12,5,13,20,21,13,24,26,18,14,29,23,23,23123
729,类别4,805,584,407,103,200,83,79,66,83,75,82,83,82,88,84,53,64,61,49,52,68,53,59,74,51,34,37,35,41,40,47,42,44,38,49,11,5,18,12,4,11,8,17,10,7,25,16,28,17,24,16,18,17,17,22,23194
735,类别4,819,576,412,128,197,90,66,83,77,85,84,81,93,77,83,61,62,52,59,62,65,56,50,48,61,43,46,41,40,46,39,38,44,34,41,18,9,10,17,18,13,8,6,16,13,13,28,26,19,23,17,19,19,19,14,23362
738,类别4,801,595,378,99,215,65,96,86,97,81,74,70,84,84,64,61,67,54,56,56,58,69,68,54,52,35,38,33,45,36,38,40,35,37,41,12,11,9,10,13,8,8,12,11,5,15,29,25,17,17,23,21,30,20,18,23390
740,类别4,785,553,385,97,195,71,84,87,88,83,66,69,77,79,81,63,56,63,43,53,58,47,62,64,44,41,44,40,36,40,43,41,26,42,32,11,6,13,11,11,13,5,8,10,9,17,20,14,23,23,22,20,18,21,17,23481
743,类别4,825,569,425,87,192,83,73,89,95,83,84,82,88,71,77,67,54,70,49,62,44,57,54,55,57,42,43,32,45,49,54,39,33,40,48,7,2,11,12,9,5,10,15,9,7,15,17,20,23,19,22,24,25,12,15,23534
745,类别4,773,546,376,102,200,90,74,80,86,68,65,71,78,84,77,50,58,57,56,54,58,53,72,41,47,30,31,43,40,44,44,36,27,46,35,11,5,11,9,5,12,13,12,14,10,17,27,20,23,18,17,18,21,18,21,23636
746,类别4,781,566,398,97,190,67,75,79,76,75,88,84,83,71,83,60,69,55,60,59,62,49,52,47,53,43,34,38,34,36,42,43,32,42,54,7,16,4,11,14,18,7,9,5,6,17,19,27,10,18,14,19,22,29,15,23637
749,类别4,806,575,434,109,181,89,83,76,76,73,86,70,79,93,81,62,66,74,45,55,45,59,63,59,47,47,34,46,37,34,48,48,50,39,51,10,9,14,7,14,11,11,9,15,9,13,23,17,9,20,17,20,22,26,14,23681
751,类别4,807,599,384,77,176,91,89,98,92,69,70,66,82,70,80,67,58,59,66,70,63,51,57,66,42,40,40,38,33,40,40,42,37,42,32,7,7,11,4,6,12,3,11,8,8,18,16,17,16,17,23,18,14,23,14,23697
753,类别4,801,573,446,103,198,93,68,85,89,75,94,70,64,69,94,44,75,61,46,59,56,40,71,63,58,41,57,36,43,39,53,40,48,43,46,9,5,6,11,11,9,11,23,11,7,22,22,12,28,23,18,20,11,21,21,23822
757,类别4,799,592,401,96,182,82,79,73,85,94,76,76,79,80,75,66,53,58,59,51,57,68,51,62,67,45,40,40,41,41,22,37,53,47,35,3,12,11,10,15,9,10,11,7,8,19,23,19,18,16,19,19,18,16,15,23901
759,类别4,791,599,376,92,244,80,86,74,70,80,67,83,80,77,94,51,60,68,47,53,73,58,57,75,57,54,34,33,38,40,32,44,35,33,33,5,9,6,8,11,10,10,15,8,10,18,23,24,28,26,21,22,22,33,27,24040
765,类别4,792,593,392,112,174,77,91,73,75,78,74,84,92,78,70,61,50,51,52,63,51,60,58,71,76,41,47,43,37,28,40,44,42,31,39,7,4,10,16,17,9,17,13,8,11,22,9,16,16,9,18,25,23,17,19,24265
774,类别4,794,561,384,97,192,62,75,85,86,85,98,78,91,63,71,58,53,52,60,56,55,51,69,53,54,32,51,29,34,30,35,40,40,53,40,7,9,16,8,8,9,9,10,7,14,22,20,27,15,24,20,21,8,22,13,24531
775,类别4,814,563,417,96,209,71,84,83,86,84,83,87,83,74,79,47,68,60,60,53,59,59,55,57,45,60,39,39,32,43,46,36,40,42,40,8,12,10,11,8,13,10,8,8,8,22,16,24,31,18,17,24,18,19,20,24693
779,类别4,799,600,375,101,222,68,93,80,77,95,83,67,80,83,73,61,52,54,58,55,72,59,62,70,57,37,34,36,46,36,40,42,34,39,31,10,16,6,10,10,10,11,12,5,11,28,19,33,24,16,18,17,21,25,21,24820
780,类别4,804,575,391,113,211,86,97,90,75,70,77,81,75,80,73,53,46,50,53,69,56,65,63,59,61,38,44,41,40,37,32,43,35,42,39,11,9,11,10,7,13,10,15,21,6,18,26,19,18,21,17,25,23,22,22,24854
781,类别4,804,600,419,101,199,72,89,89,83,72,79,90,91,72,67,70,54,59,67,62,47,69,63,54,55,38,44,38,43,38,41,51,43,41,42,8,6,13,13,10,12,13,6,7,13,13,21,19,25,19,21,17,20,20,24,24881
782,类别4,813,593,414,98,207,80,85,87,74,84,82,79,85,75,82,58,52,66,56,56,65,55,61,69,55,50,51,33,40,36,48,39,45,28,44,12,5,13,13,8,8,11,10,8,10,14,24,22,29,17,17,16,28,18,22,24900
787,类别4,799,583,390,112,199,87,76,76,72,73,89,93,69,71,93,62,70,59,39,59,57,60,62,57,58,41,36,37,40,54,27,38,34,44,39,16,7,9,10,9,11,13,17,9,11,24,15,13,24,21,27,18,17,18,22,25040
792,类别4,802,568,385,104,211,83,80,76,77,83,76,66,94,91,76,42,54,64,57,55,54,69,53,49,71,42,36,34,34,48,33,46,41,35,36,9,13,8,7,8,14,15,9,10,11,23,18,20,30,18,20,25,11,18,28,25179
794,类别4,822,573,388,110,182,89,80,82,88,91,77,87,75,68,85,63,64,60,55,50,57,54,57,60,53,33,32,45,37,36,42,41,44,37,41,11,6,5,11,14,16,8,11,14,14,21,21,18,13,20,28,13,19,12,17,25215
796,类别4,789,576,398,89,198,82,82,100,85,76,76,81,80,63,64,55,56,71,61,56,64,57,51,48,57,46,43,47,29,36,32,32,41,50,42,5,7,5,6,10,13,17,8,6,12,20,29,23,9,22,23,16,19,15,22,25220
797,类别4,810,598,410,104,186,85,78,72,96,84,80,81,76,74,84,66,52,59,52,71,58,57,62,62,59,36,40,43,36,49,39,41,40,46,40,9,8,7,8,14,7,12,14,15,10,19,16,20,16,17,18,19,26,16,19,25248
799,类别4,818,587,412,105,196,84,79,93,86,79,75,72,74,86,90,50,66,59,65,62,67,63,50,57,48,36,44,32,41,38,45,44,47,34,51,14,6,8,12,10,7,7,15,18,8,21,26,17,11,24,15,21,22,22,17,25269
805,类别4,821,563,410,109,206,83,73,81,89,72,85,81,91,78,88,50,62,44,59,52,60,66,54,48,68,33,39,41,49,51,35,37,51,34,40,8,12,8,19,12,11,13,5,10,11,24,22,11,26,28,15,11,21,24,24,25437
808,类别4,815,589,407,73,204,71,82,81,75,73,95,91,77,78,92,69,41,64,58,60,62,62,53,56,64,36,42,48,30,44,39,49,36,34,49,5,8,11,8,7,3,9,2,12,8,27,23,20,22,24,11,19,24,19,15,25504
813,类别4,790,587,407,106,212,83,85,69,73,86,79,72,75,90,78,54,58,59,50,61,59,76,61,63,46,33,46,46,34,52,37,41,38,46,34,7,8,7,10,9,13,6,16,23,7,24,21,28,24,12,22,19,14,18,30,25608
814,类别4,799,579,402,104,205,70,79,76,75,75,87,96,98,68,75,61,50,61,76,63,60,45,56,57,50,35,42,47,28,36,48,37,49,38,42,10,7,12,9,12,11,12,11,11,9,25,28,17,12,20,22,16,24,23,18,25631
815,类别4,783,580,402,100,191,87,72,83,67,73,88,73,77,88,75,55,52,62,53,53,52,67,64,57,65,43,41,43,42,34,42,39,37,35,46,11,15,14,5,8,10,9,10,12,6,20,20,23,26,20,12,18,16,21,15,25634
818,类别4,811,582,376,94,201,86,81,85,74,78,79,83,86,84,75,65,58,54,54,70,65,42,69,51,54,36,44,34,31,34,40,40,45,30,42,11,7,7,12,9,9,8,8,13,10,17,23,21,15,18,25,15,27,20,20,25693
820,类别4,816,588,416,94,188,61,77,80,80,77,93,90,84,82,92,59,64,68,55,55,65,54,56,58,54,36,42,37,59,32,54,32,36,46,42,10,9,10,10,7,8,7,11,15,7,19,19,19,19,14,15,22,16,22,23,25767
822,类别4,793,601,426,108,197,100,73,89,81,71,67,85,83,69,75,64,51,54,71,62,75,69,52,58,45,43,49,41,48,36,46,44,39,30,50,17,5,6,12,16,11,12,15,8,6,14,22,24,18,26,20,17,19,20,17,25803
823,类别4,816,592,397,81,214,72,81,85,91,80,74,78,86,76,93,45,58,43,69,67,50,60,80,61,59,36,33,48,32,46,49,36,49,27,41,7,8,6,8,6,5,15,10,5,11,15,25,24,25,22,19,23,16,24,21,25810
826,类别4,809,587,391,100,199,78,73,79,81,65,91,89,82,84,87,60,47,52,63,59,60,67,74,51,54,36,44,32,43,48,39,23,37,51,38,7,10,14,8,7,11,10,14,8,11,18,16,12,22,25,23,15,13,30,25,25962
830,类别4,780,580,412,89,196,59,75,79,80,82,80,68,95,76,86,54,49,72,68,51,54,48,61,65,58,44,38,39,46,58,36,43,46,35,27,8,13,9,9,8,12,9,7,8,6,17,27,25,13,19,23,13,15,20,24,26187
832,类别4,803,578,406,105,180,65,69,78,88,79,87,82,82,95,78,51,64,54,48,58,63,67,51,64,58,45,46,47,21,44,46,32,37,49,39,14,13,10,13,11,8,7,9,9,11,22,21,26,20,18,12,15,16,11,19,26218
834,类别4,805,598,388,75,198,81,90,80,89,78,80,77,84,71,75,42,60,58,60,67,62,63,58,66,62,34,30,45,49,40,43,43,33,38,33,8,5,6,10,5,8,7,10,8,8,25,10,16,19,25,17,19,25,21,21,26454
835,类别4,819,572,417,91,199,78,79,76,65,82,76,88,91,91,93,67,49,52,54,58,62,62,51,54,63,37,41,38,42,41,47,49,39,41,42,10,5,14,13,6,11,6,12,8,6,16,20,18,28,13,20,20,23,26,15,26487
838,类别4,802,597,395,104,195,87,83,76,74,78,86,81,76,74,87,41,57,58,57,68,60,58,55,67,76,46,38,39,39,42,36,42,33,34,46,9,8,11,8,8,7,12,11,19,11,20,15,17,19,23,16,25,21,27,12,26550
839,类别4,789,585,439,88,190,98,71,84,80,64,81,86,69,85,71,61,63,44,57,57,56,52,73,56,66,40,42,44,43,53,44,40,39,44,50,5,9,15,9,11,6,5,12,7,9,20,24,20,20,20,15,17,16,16,22,26576
843,类别4,788,582,388,109,190,79,69,81,84,78,87,83,65,78,84,57,63,70,42,59,49,58,70,58,56,29,40,40,35,41,40,40,40,36,47,13,12,9,10,11,10,12,13,10,9,21,17,21,16,18,15,21,29,16,16,26799
845,类别4,802,586,425,104,176,66,89,83,95,77,71,67,98,69,87,57,60,55,48,71,53,55,58,57,72,31,47,41,51,39,62,33,42,42,37,11,9,15,15,7,11,9,7,8,12,18,12,19,26,22,13,20,15,12,19,26822
857,类别4,822,550,409,82,191,87,86,73,92,87,67,94,91,74,71,55,55,53,52,56,45,54,69,38,73,39,52,34,52,25,55,34,45,25,48,8,6,9,7,11,9,5,11,6,10,15,19,23,28,22,21,15,16,12,20,27083
860,类别4,817,582,429,114,198,74,90,90,87,85,84,76,87,77,67,58,71,47,58,54,63,56,56,59,60,43,38,47,52,37,37,52,44,41,38,12,12,14,10,10,12,12,12,6,14,19,18,18,19,26,24,17,19,21,17,27303
861,类别4,769,551,423,120,205,73,78,80,66,85,72,79,72,84,80,51,55,47,60,62,62,58,53,49,54,48,44,50,35,37,42,40,45,47,35,10,14,10,13,11,10,11,11,12,18,18,22,21,22,24,23,14,19,20,22,27305
864,类别4,795,582,383,100,185,84,76,69,83,87,77,91,74,79,75,55,59,51,62,53,61,58,73,54,56,41,37,43,39,40,40,34,24,43,42,7,17,14,7,11,8,8,15,7,6,28,18,18,12,19,22,13,25,18,12,27397
868,类别4,798,581,370,107,192,68,78,74,74,84,88,89,79,85,79,54,51,55,61,67,67,51,49,59,67,34,42,34,37,38,44,29,40,32,40,12,5,8,9,15,9,8,11,14,16,27,21,13,24,25,9,23,19,14,17,27532
869,类别4,810,577,397,97,189,56,88,97,83,78,83,84,80,77,84,58,56,64,73,42,52,57,61,60,54,48,31,44,41,38,38,42,40,37,38,13,8,9,6,7,13,10,12,9,10,25,24,20,15,18,20,25,10,14,18,27544
873,类别4,800,584,401,111,193,78,77,77,78,91,77,83,71,85,83,49,69,55,55,60,59,67,64,62,44,29,40,38,38,50,47,45,39,37,38,16,7,14,10,10,12,9,13,11,9,27,23,18,16,18,19,20,14,19,19,27617
877,类别4,810,588,405,101,198,89,60,83,81,90,83,71,85,97,71,60,66,49,62,61,71,73,42,54,50,46,47,36,50,31,33,47,45,35,35,13,14,3,8,13,13,7,14,9,7,18,15,21,19,22,21,24,15,18,25,27654
878,类别4,794,570,393,90,216,78,67,89,88,76,65,77,100,78,76,68,50,45,59,60,63,53,56,53,63,43,30,41,30,31,50,36,36,46,50,6,8,10,8,13,13,5,4,12,11,23,28,26,20,24,18,14,24,25,14,27692
879,类别4,810,573,407,97,217,86,94,71,91,68,89,92,70,71,78,61,47,55,63,61,58,65,57,54,52,40,39,32,37,56,39,42,39,40,43,8,11,9,14,8,7,11,9,11,9,23,22,22,15,18,28,22,21,24,22,27708
880,类别4,812,597,389,97,208,80,79,87,96,71,75,79,76,83,86,49,53,50,57,74,61,50,66,69,68,34,42,40,49,32,42,40,34,36,40,6,7,12,7,8,11,12,9,12,13,26,23,26,18,25,16,19,14,20,21,27728
883,类别4,795,575,407,75,196,78,94,71,67,69,70,92,72,98,84,68,72,50,54,54,57,71,56,50,43,43,40,45,36,42,33,47,44,41,36,5,8,8,7,6,12,5,9,6,9,16,22,15,18,23,19,27,19,18,19,27933
891,类别4,806,564,432,96,193,85,92,80,77,89,92,72,71,66,82,59,51,66,65,61,50,60,38,61,53,42,43,40,40,42,38,44,46,46,51,10,13,14,3,8,11,8,8,9,12,19,18,20,26,22,9,22,24,9,24,28237
893,类别4,823,571,376,88,187,86,97,78,97,75,65,85,76,78,86,50,57,53,53,63,69,53,55,63,55,45,29,45,36,30,33,38,41,39,40,4,8,14,7,7,9,10,5,13,11,27,19,19,20,14,19,15,13,19,22,28285
903,类别4,808,594,392,84,194,79,79,85,100,72,78,71,92,81,71,55,48,55,69,51,56,63,64,55,78,35,43,41,52,45,46,30,29,44,27,8,11,5,8,6,9,12,4,6,15,16,17,23,20,17,24,21,26,10,20,28685
906,类别4,792,573,384,95,189,86,81,77,68,95,80,86,78,72,69,58,49,60,57,52,68,62,57,55,55,38,46,31,37,36,29,36,44,43,44,6,5,10,12,14,10,13,5,9,11,15,25,18,17,18,25,15,24,18,14,28978
912,类别4,811,592,396,81,190,87,79,79,81,72,69,89,92,77,86,59,63,52,54,49,60,57,67,55,76,31,46,39,48,38,42,36,35,51,30,9,9,9,6,8,10,4,7,8,11,19,14,21,22,17,23,19,20,15,20,29206
913,类别4,788,593,431,94,230,69,79,72,76,96,84,70,79,80,83,50,61,62,61,59,58,65,59,62,56,36,53,53,43,36,44,41,40,46,39,5,11,13,9,9,12,8,10,12,5,26,21,21,24,30,23,21,16,24,24,29233
918,类别4,804,586,378,85,179,78,78,90,83,64,83,95,70,72,91,68,51,74,49,55,62,58,57,53,59,32,31,35,41,37,37,36,45,40,44,6,8,7,9,4,9,7,8,9,18,15,27,18,18,15,21,13,20,15,17,29441
922,类别4,790,556,396,92,204,97,80,81,75,85,80,74,78,76,64,56,58,49,49,54,60,73,46,44,67,50,39,40,47,36,35,33,32,39,45,9,14,15,9,9,6,5,6,10,9,23,23,24,16,15,19,15,26,22,21,29610
923,类别4,791,595,376,85,207,79,91,67,84,91,72,69,78,86,74,50,57,58,59,70,58,65,54,63,61,39,34,48,42,32,38,40,27,38,38,4,12,8,11,7,5,6,13,7,12,22,24,19,21,15,12,14,24,32,24,29622
925,类别4,820,586,384,111,196,83,73,91,77,72,79,73,100,85,87,53,74,49,54,57,51,62,63,69,54,40,37,44,44,41,37,32,32,32,45,10,10,10,6,12,15,15,10,14,9,23,20,16,29,10,18,29,18,18,15,29707
927,类别4,796,586,393,89,203,71,72,79,78,77,77,77,92,90,83,48,60,53,63,58,59,57,62,67,59,41,44,37,41,37,48,32,35,39,39,11,7,5,13,10,2,12,13,4,12,16,24,17,12,26,13,27,26,21,21,29796
933,类别4,789,585,404,93,206,70,77,74,86,82,98,73,78,69,82,71,48,53,58,65,64,52,63,51,60,33,41,39,46,30,48,37,54,41,35,8,8,13,10,12,6,7,9,10,10,16,20,24,17,20,20,28,13,28,20,30175
935,类别4,788,586,420,92,198,81,84,72,66,69,91,84,96,70,75,65,62,53,58,59,45,61,64,49,70,42,47,34,51,50,35,31,40,49,41,8,8,5,13,9,11,11,11,7,9,23,15,18,18,25,20,18,17,20,24,30234
937,类别4,804,601,393,101,206,96,92,68,80,73,78,77,81,77,82,63,65,61,56,62,56,62,44,61,71,31,38,32,45,48,46,42,43,25,43,11,6,11,7,14,12,9,8,16,7,24,23,23,15,21,23,23,16,14,24,30307
938,类别4,828,544,389,97,227,79,100,81,69,80,57,85,92,93,92,58,55,55,50,54,61,52,51,53,55,34,47,39,35,32,52,40,39,30,41,6,4,5,15,12,10,9,5,12,19,22,25,19,28,25,21,15,18,27,27,30325
942,类别4,767,550,426,85,183,68,64,86,89,75,88,84,72,66,75,63,51,64,48,59,58,49,50,58,50,41,52,45,35,34,44,45,33,52,45,6,10,10,5,5,6,8,14,12,9,15,13,19,22,15,19,21,19,20,20,30423
947,类别4,815,592,360,96,203,93,82,74,77,84,87,79,97,79,63,61,46,64,77,59,51,57,57,66,54,45,40,36,31,43,35,32,32,38,28,10,6,8,12,5,13,14,11,11,6,24,21,16,21,21,15,19,21,19,26,30687
948,类别4,794,595,410,98,197,73,78,76,84,66,82,79,91,86,79,62,45,74,49,54,72,52,55,62,70,39,38,41,35,46,49,40,50,34,38,10,12,14,9,11,9,9,8,6,10,17,13,18,21,18,25,30,26,17,12,30748
951,类别4,804,582,400,94,188,97,71,78,72,71,77,93,73,83,89,57,54,51,49,51,60,61,64,67,68,45,44,39,40,51,41,38,36,36,30,13,6,10,5,11,8,12,6,12,11,14,26,18,20,17,20,27,16,13,17,30778
955,类别4,802,586,426,119,178,64,85,66,93,82,67,85,80,92,88,61,52,62,64,53,54,60,59,60,61,42,41,46,27,42,30,52,53,48,45,9,14,12,14,14,10,10,12,17,7,18,16,17,14,14,24,13,26,19,17,30982
957,类别4,812,563,408,105,197,81,78,71,89,100,83,76,62,96,76,61,50,66,63,64,47,60,49,52,51,36,42,40,45,32,37,43,37,43,53,9,13,10,12,11,10,8,5,15,12,14,21,12,18,19,31,19,27,20,16,31019
958,类别4,794,594,394,91,219,70,80,75,88,67,89,90,83,77,75,53,62,58,52,74,41,67,64,65,58,39,34,47,35,38,29,46,40,51,35,8,9,16,16,6,6,8,4,7,11,17,20,18,31,22,23,22,17,22,27,31050
959,类别4,807,577,428,91,197,85,66,87,73,82,69,93,94,84,74,55,60,64,56,48,56,52,62,58,66,50,44,47,35,47,35,43,37,43,47,10,7,11,6,7,12,9,6,13,10,13,21,19,18,16,19,24,18,21,28,31064
963,类别4,806,568,372,109,193,83,89,82,79,100,77,89,71,80,56,45,61,71,60,57,55,60,63,49,47,27,35,43,33,40,44,38,28,41,43,12,7,11,14,11,9,13,7,10,15,9,26,16,24,20,16,21,20,19,22,31121
965,类别4,799,598,411,119,187,78,79,74,71,75,76,98,77,91,80,59,63,61,54,59,51,45,60,82,64,33,30,45,44,45,49,48,35,40,42,10,10,9,12,18,7,12,15,15,11,17,18,17,21,19,15,22,18,18,22,31191
966,类别4,786,565,372,92,181,88,78,71,59,92,63,91,83,83,78,53,55,54,52,47,63,70,52,63,56,35,39,35,38,38,35,33,29,48,42,8,8,9,11,13,8,11,7,10,7,24,22,12,13,19,16,16,13,25,21,31219
968,类别4,798,597,394,99,187,72,73,84,93,80,77,84,76,70,89,57,66,62,43,52,64,46,62,75,70,35,44,33,40,55,40,39,40,34,34,15,7,8,7,9,7,13,16,12,5,21,16,18,13,21,17,19,22,17,23,31304
972,类别4,777,564,418,97,215,79,70,77,88,62,74,92,70,81,84,51,59,56,57,58,74,60,44,59,46,37,45,48,32,44,53,44,34,42,39,10,9,10,6,13,11,8,7,11,12,28,23,18,17,21,25,11,19,24,29,31415
980,类别4,817,591,411,104,179,74,98,92,82,87,72,68,78,83,83,53,73,58,48,56,60,66,47,63,67,44,33,40,40,40,48,51,36,42,37,7,13,15,9,13,6,8,10,14,9,11,13,16,18,18,17,20,19,23,24,31733
985,类别4,790,597,417,83,203,84,81,65,78,80,80,84,82,79,77,66,67,69,68,70,52,53,50,56,46,40,34,52,55,42,44,34,45,33,38,12,11,3,8,3,9,10,11,6,10,19,19,22,25,21,18,17,21,23,18,31852
988,类别4,777,576,388,93,203,100,68,86,70,77,86,62,79,80,69,61,54,65,63,56,53,54,63,53,54,43,31,44,39,47,29,40,30,36,49,9,7,12,10,12,14,7,3,4,15,23,25,23,12,18,20,24,18,16,24,32015
990,类别4,788,585,445,94,183,79,92,81,73,69,73,77,74,91,79,48,69,51,62,57,59,65,47,65,62,36,37,41,41,37,43,57,65,49,39,9,8,8,11,12,10,10,6,11,9,21,17,23,18,26,15,16,11,21,15,32047
991,类别4,801,565,420,120,201,89,95,78,80,82,75,91,58,64,89,66,60,63,45,54,49,53,67,64,44,54,39,31,41,45,38,45,45,42,40,16,9,8,14,15,14,10,15,9,10,16,18,21,15,24,19,18,22,20,28,32090
994,类别4,821,555,382,108,195,75,80,89,79,73,94,100,90,72,69,46,43,52,60,63,61,58,59,68,45,44,40,36,29,31,39,47,35,44,37,12,13,8,9,8,8,11,9,19,11,21,21,18,15,13,23,25,20,15,24,32312
995,类别4,807,576,382,111,167,90,91,74,88,61,79,91,82,76,75,59,48,76,49,55,50,71,56,59,53,40,35,37,35,34,50,32,36,43,40,4,16,18,8,14,8,8,16,13,6,28,20,15,22,10,20,18,18,8,8,32315
999,类别4,787,581,404,101,217,77,71,75,96,68,77,77,94,81,71,58,58,63,54,54,64,63,51,66,50,41,23,44,54,30,42,52,38,34,46,14,5,16,11,9,7,13,7,8,11,28,21,20,25,23,19,22,25,15,19,32383
